H1,Er1,W1,W2,T1,Zo
9.1,4.8,4,3.5,0.7,91.7159
9.2,4.8,4,3.5,0.7,92.0862
9.3,4.8,4,3.5,0.7,92.4512
9.4,4.8,4,3.5,0.7,92.8138
9.5,4.8,4,3.5,0.7,93.1729
9.6,4.8,4,3.5,0.7,93.5283
9.7,4.8,4,3.5,0.7,93.8803
9.8,4.8,4,3.5,0.7,94.2288
9.9,4.8,4,3.5,0.7,94.5869
10,4.8,4,3.5,0.7,94.9353
10.1,4.8,4,3.5,0.7,95.2739
10.2,4.8,4,3.5,0.7,95.6093
10.3,4.8,4,3.5,0.7,95.9416
10.4,4.8,4,3.5,0.7,96.2708
10.5,4.8,4,3.5,0.7,96.597
10.6,4.8,4,3.5,0.7,96.9176
10.7,4.8,4,3.5,0.7,97.2379
10.8,4.8,4,3.5,0.7,97.5539
10.9,4.8,4,3.5,0.7,97.8808
11,4.8,4,3.5,0.7,98.1927
11.1,4.8,4,3.5,0.7,98.5019
11.2,4.8,4,3.5,0.7,98.8085
11.3,4.8,4,3.5,0.7,99.1125
11.4,4.8,4,3.5,0.7,99.4139
11.5,4.8,4,3.5,0.7,99.7178
11.6,4.8,4,3.5,0.7,100.0141
11.7,4.8,4,3.5,0.7,100.3079
11.8,4.8,4,3.5,0.7,100.5994
11.9,4.8,4,3.5,0.7,100.8885
12,4.8,4,3.5,0.7,101.1868
12.1,4.8,4,3.5,0.7,101.4713
12.2,4.8,4,3.5,0.7,101.7536
12.3,4.8,4,3.5,0.7,102.0323
12.4,4.8,4,3.5,0.7,102.3101
12.5,4.8,4,3.5,0.7,102.5858
12.6,4.8,4,3.5,0.7,102.8594
12.7,4.8,4,3.5,0.7,103.1308
12.8,4.8,4,3.5,0.7,103.4003
12.9,4.8,4,3.5,0.7,103.6677
13,4.8,4,3.5,0.7,103.9317
13.1,4.8,4,3.5,0.7,104.2111
13.2,4.8,4,3.5,0.7,104.4726
13.3,4.8,4,3.5,0.7,104.7322
13.4,4.8,4,3.5,0.7,104.99
13.5,4.8,4,3.5,0.7,105.2458
13.6,4.8,4,3.5,0.7,105.4999
13.7,4.8,4,3.5,0.7,105.7508
13.8,4.8,4,3.5,0.7,106.0012
13.9,4.8,4,3.5,0.7,106.2499
14,4.8,4,3.5,0.7,106.4969
14.1,4.8,4,3.5,0.7,106.7421
14.2,4.8,4,3.5,0.7,106.9857
14.3,4.8,4,3.5,0.7,107.2373
14.4,4.8,4,3.5,0.7,107.4776
14.5,4.8,4,3.5,0.7,107.715
14.6,4.8,4,3.5,0.7,107.9521
14.7,4.8,4,3.5,0.7,108.1876
14.8,4.8,4,3.5,0.7,108.4258
14.9,4.8,4,3.5,0.7,108.6582
15,4.8,4,3.5,0.7,108.8801
2,5,4,3.5,0.7,43.4613
2.1,5,4,3.5,0.7,44.77
2.2,5,4,3.5,0.7,46.0168
2.3,5,4,3.5,0.7,47.2395
2.4,5,4,3.5,0.7,48.4179
2.5,5,4,3.5,0.7,49.5622
2.6,5,4,3.5,0.7,50.671
2.7,5,4,3.5,0.7,51.7541
2.8,5,4,3.5,0.7,52.8093
2.9,5,4,3.5,0.7,53.8255
3,5,4,3.5,0.7,54.8045
3.1,5,4,3.5,0.7,55.78
3.2,5,4,3.5,0.7,56.7212
3.3,5,4,3.5,0.7,57.6396
3.4,5,4,3.5,0.7,58.5348
3.5,5,4,3.5,0.7,59.4088
3.6,5,4,3.5,0.7,60.2719
3.7,5,4,3.5,0.7,61.1171
3.8,5,4,3.5,0.7,61.933
3.9,5,4,3.5,0.7,62.7312
4,5,4,3.5,0.7,63.512
4.1,5,4,3.5,0.7,64.2762
4.2,5,4,3.5,0.7,65.0211
4.3,5,4,3.5,0.7,65.7544
4.4,5,4,3.5,0.7,66.4826
4.5,5,4,3.5,0.7,67.1873
4.6,5,4,3.5,0.7,67.8783
4.7,5,4,3.5,0.7,68.5563
4.8,5,4,3.5,0.7,69.2349
4.9,5,4,3.5,0.7,69.8886
5,5,4,3.5,0.7,70.53
5.1,5,4,3.5,0.7,71.1605
5.2,5,4,3.5,0.7,71.78
5.3,5,4,3.5,0.7,72.3975
5.4,5,4,3.5,0.7,72.9963
5.5,5,4,3.5,0.7,73.5983
5.6,5,4,3.5,0.7,74.1778
5.7,5,4,3.5,0.7,74.7473
5.8,5,4,3.5,0.7,75.3085
5.9,5,4,3.5,0.7,75.8609
6,5,4,3.5,0.7,76.3982
6.1,5,4,3.5,0.7,76.9339
6.2,5,4,3.5,0.7,77.4816
6.3,5,4,3.5,0.7,78.001
6.4,5,4,3.5,0.7,78.5135
6.5,5,4,3.5,0.7,79.0037
6.6,5,4,3.5,0.7,79.5014
6.7,5,4,3.5,0.7,79.9922
6.8,5,4,3.5,0.7,80.4752
6.9,5,4,3.5,0.7,80.9527
7,5,4,3.5,0.7,81.4352
7.1,5,4,3.5,0.7,81.9003
7.2,5,4,3.5,0.7,82.3594
7.3,5,4,3.5,0.7,82.8247
7.4,5,4,3.5,0.7,83.2721
7.5,5,4,3.5,0.7,83.7139
7.6,5,4,3.5,0.7,84.1493
7.7,5,4,3.5,0.7,84.5802
7.8,5,4,3.5,0.7,85.0059
7.9,5,4,3.5,0.7,85.4385
8,5,4,3.5,0.7,85.8543
8.1,5,4,3.5,0.7,86.2652
8.2,5,4,3.5,0.7,86.6714
8.3,5,4,3.5,0.7,87.072
8.4,5,4,3.5,0.7,87.469
8.5,5,4,3.5,0.7,87.8616
8.6,5,4,3.5,0.7,88.2595
8.7,5,4,3.5,0.7,88.6548
8.8,5,4,3.5,0.7,89.0074
8.9,5,4,3.5,0.7,89.3965
9,5,4,3.5,0.7,89.7683
9.1,5,4,3.5,0.7,90.1362
9.2,5,4,3.5,0.7,90.5003
9.3,5,4,3.5,0.7,90.8593
9.4,5,4,3.5,0.7,91.2159
9.5,5,4,3.5,0.7,91.569
9.6,5,4,3.5,0.7,91.9185
9.7,5,4,3.5,0.7,92.2646
9.8,5,4,3.5,0.7,92.6073
9.9,5,4,3.5,0.7,92.9595
10,5,4,3.5,0.7,93.3021
10.1,5,4,3.5,0.7,93.6351
10.2,5,4,3.5,0.7,93.9649
10.3,5,4,3.5,0.7,94.2916
10.4,5,4,3.5,0.7,94.6154
10.5,5,4,3.5,0.7,94.9362
10.6,5,4,3.5,0.7,95.2514
10.7,5,4,3.5,0.7,95.5664
10.8,5,4,3.5,0.7,95.8772
10.9,5,4,3.5,0.7,96.1985
11,5,4,3.5,0.7,96.5053
11.1,5,4,3.5,0.7,96.8094
11.2,5,4,3.5,0.7,97.1109
11.3,5,4,3.5,0.7,97.4098
11.4,5,4,3.5,0.7,97.7061
11.5,5,4,3.5,0.7,98.005
11.6,5,4,3.5,0.7,98.2963
11.7,5,4,3.5,0.7,98.5853
11.8,5,4,3.5,0.7,98.8719
11.9,5,4,3.5,0.7,99.1562
12,5,4,3.5,0.7,99.4495
12.1,5,4,3.5,0.7,99.7293
12.2,5,4,3.5,0.7,100.0069
12.3,5,4,3.5,0.7,100.2809
12.4,5,4,3.5,0.7,100.5541
12.5,5,4,3.5,0.7,100.8252
12.6,5,4,3.5,0.7,101.0942
12.7,5,4,3.5,0.7,101.3612
12.8,5,4,3.5,0.7,101.6261
12.9,5,4,3.5,0.7,101.8891
13,5,4,3.5,0.7,102.1487
13.1,5,4,3.5,0.7,102.4235
13.2,5,4,3.5,0.7,102.6806
13.3,5,4,3.5,0.7,102.9359
13.4,5,4,3.5,0.7,103.1893
13.5,5,4,3.5,0.7,103.4409
13.6,5,4,3.5,0.7,103.6907
13.7,5,4,3.5,0.7,103.9375
13.8,5,4,3.5,0.7,104.1837
13.9,5,4,3.5,0.7,104.4282
14,5,4,3.5,0.7,104.6711
14.1,5,4,3.5,0.7,104.9122
14.2,5,4,3.5,0.7,105.1517
14.3,5,4,3.5,0.7,105.3992
14.4,5,4,3.5,0.7,105.6355
14.5,5,4,3.5,0.7,105.8689
14.6,5,4,3.5,0.7,106.1021
14.7,5,4,3.5,0.7,106.3336
14.8,5,4,3.5,0.7,106.5678
14.9,5,4,3.5,0.7,106.7964
15,5,4,3.5,0.7,107.0146
